fog_id,time,required_rate,required_sinr
1,71,96,19
1,71,70,14
1,71,71,20
1,71,100,16
1,71,53,18
1,71,52,18
1,71,17,16
1,71,86,10
1,71,86,13
1,71,32,20
1,71,26,19
1,71,28,16
1,71,15,16
1,71,89,20
1,71,34,15
1,71,23,13
1,71,43,10
1,71,41,14
1,71,66,17
1,71,21,13
1,71,85,13
1,71,35,13
1,71,90,15
1,71,29,14
1,71,19,12
1,71,30,14
1,71,81,16
1,81,37,11
1,81,32,15
1,81,66,10
1,81,66,15
1,81,99,13
1,81,39,19
1,81,39,15
1,81,21,11
1,81,14,12
1,81,61,16
1,81,90,11
1,81,63,13
1,81,63,20
1,81,85,13
1,81,18,17
1,81,52,20
1,81,19,16
1,81,44,20
1,81,80,16
1,81,43,11
1,81,82,18
1,81,66,13
1,81,95,10
1,81,65,18
1,81,78,19
1,81,34,18
1,81,88,19
1,81,20,14
1,81,71,14
1,81,97,11
1,81,92,18
1,81,70,14
1,81,12,15
1,81,92,16
1,81,76,10
1,91,19,16
1,91,89,18
1,91,34,15
1,91,78,13
1,91,24,12
1,91,59,15
1,91,29,20
1,91,72,18
1,91,56,13
1,91,66,20
1,91,28,16
1,91,59,12
1,91,77,19
1,91,29,16
1,91,34,12
1,91,32,15
1,91,100,12
1,91,65,18
1,91,15,11
1,91,79,10
1,91,14,12
1,91,90,16
1,91,78,18
1,91,85,17
1,91,39,13
1,91,47,17
1,91,96,12
1,91,28,11
1,91,13,11
1,91,52,18
1,91,72,17
1,91,63,18
1,91,88,18
1,91,38,11
1,91,100,15
1,91,96,12
1,91,81,19
1,101,60,14
1,101,90,13
1,101,93,11
1,101,88,17
1,101,52,15
1,101,24,18
1,101,49,19
1,101,72,13
1,101,89,11
1,101,63,17
1,101,83,14
1,101,90,18
1,101,70,20
1,101,64,20
1,101,67,17
1,101,48,10
1,101,73,15
1,101,29,13
1,101,11,13
1,101,57,19
1,101,76,18
1,101,50,19
1,101,47,16
1,101,39,12
1,101,10,16
1,101,18,12
1,101,47,11
1,101,22,15
1,101,97,12
1,101,84,15
1,101,52,18
1,101,33,10
1,101,11,18
1,101,78,18
1,101,51,18
1,101,73,12
1,111,45,11
1,111,50,16
1,111,16,12
1,111,54,14
1,111,22,10
1,111,96,17
1,111,78,16
1,111,61,19
1,111,85,12
1,111,93,12
1,111,89,18
1,111,70,12
1,111,25,16
1,111,35,12
1,111,18,18
1,111,15,11
1,111,23,12
1,111,61,12
1,111,33,14
1,111,47,10
1,111,76,11
1,111,91,10
1,111,23,17
1,111,87,17
1,111,63,11
1,111,73,20
1,111,82,17
1,111,91,17
1,111,18,14
1,111,62,11
1,111,60,12
1,111,20,12
1,111,19,17
1,111,16,12
1,111,11,19
1,121,34,12
1,121,68,10
1,121,46,17
1,121,57,12
1,121,47,19
1,121,34,13
1,121,73,14
1,121,21,12
1,121,70,10
1,121,15,11
1,121,15,16
1,121,32,13
1,121,75,18
1,121,85,18
1,121,50,14
1,121,93,13
1,121,58,19
1,121,11,14
1,121,77,11
1,121,19,20
1,121,51,10
1,121,44,20
1,121,46,15
1,121,100,13
1,121,41,18
1,121,61,14
1,121,99,15
1,121,56,10
1,121,26,20
1,121,84,17
1,121,87,20
1,121,99,10
1,121,90,20
1,121,63,14
1,121,53,11
1,131,79,17
1,131,35,13
1,131,94,16
1,131,18,19
1,131,60,17
1,131,28,18
1,131,69,19
1,131,38,14
1,131,23,11
1,131,29,14
1,131,45,18
1,131,95,18
1,131,67,15
1,131,57,10
1,131,18,18
1,131,19,15
1,131,14,11
1,131,36,11
1,131,62,15
1,131,90,19
1,131,46,12
1,131,56,10
1,131,63,19
1,131,71,15
1,131,15,19
1,131,55,18
1,131,84,15
1,131,33,11
1,131,28,20
1,131,80,19
1,131,38,11
1,131,70,19
1,131,21,18
1,131,90,19
1,131,26,13
1,131,51,10
1,131,68,11
1,141,36,18
1,141,22,19
1,141,62,12
1,141,52,16
1,141,94,14
1,141,11,12
1,141,99,19
1,141,89,18
1,141,62,10
1,141,30,11
1,141,13,11
1,141,59,14
1,141,20,10
1,141,39,13
1,141,87,10
1,141,74,17
1,141,14,19
1,141,30,12
1,141,87,17
1,141,67,20
1,141,46,13
1,141,26,17
1,141,23,10
1,141,67,20
1,141,52,14
1,141,38,17
1,141,78,14
1,141,87,16
1,141,77,20
1,141,33,18
1,141,54,15
1,141,57,11
1,141,24,14
1,141,64,10
1,141,63,11
1,141,68,16
1,151,79,20
1,151,56,17
1,151,63,17
1,151,65,14
1,151,97,13
1,151,14,17
1,151,92,15
1,151,60,17
1,151,37,15
1,151,53,15
1,151,69,20
1,151,74,19
1,151,47,11
1,151,53,13
1,151,38,13
1,151,36,17
1,151,31,12
1,151,85,17
1,151,67,18
1,151,17,16
1,151,51,12
1,151,91,14
1,151,86,12
1,151,74,16
1,151,78,12
1,151,54,17
1,151,11,19
1,151,19,16
1,151,33,15
1,151,73,16
1,151,94,18
1,151,90,20
1,151,50,15
1,151,53,10
1,161,33,14
1,161,65,11
1,161,18,11
1,161,72,12
1,161,93,19
1,161,14,12
1,161,48,16
1,161,73,18
1,161,20,17
1,161,28,19
1,161,55,15
1,161,67,14
1,161,38,13
1,161,42,16
1,161,39,13
1,161,97,18
1,161,46,20
1,161,78,11
1,161,88,17
1,161,60,16
1,161,10,10
1,161,32,19
1,161,91,13
1,161,70,17
1,161,55,19
1,161,47,20
1,161,79,10
1,161,44,17
1,161,51,14
1,161,55,11
1,161,96,10
1,161,86,16
1,161,54,15
1,171,16,19
1,171,80,18
1,171,72,15
1,171,11,10
1,171,72,17
1,171,89,20
1,171,46,12
1,171,14,11
1,171,22,12
1,171,49,19
1,171,96,16
1,171,59,17
1,171,19,10
1,171,97,13
1,171,93,16
1,171,17,14
1,171,85,14
1,171,79,15
1,171,31,16
1,171,52,20
1,171,67,17
1,171,19,13
1,171,12,19
1,171,34,15
1,171,51,13
1,171,24,20
1,171,28,13
1,171,80,14
1,171,65,15
1,171,73,19
1,171,89,20
1,171,47,20
1,171,29,13
1,171,100,11
1,171,17,13
1,171,62,16
1,171,43,19
1,171,61,12
1,181,65,18
1,181,98,12
1,181,75,14
1,181,64,15
1,181,78,17
1,181,86,18
1,181,75,20
1,181,46,15
1,181,82,13
1,181,70,11
1,181,76,18
1,181,48,12
1,181,67,10
1,181,49,14
1,181,64,12
1,181,92,10
1,181,63,13
1,181,50,16
1,181,57,10
1,181,98,13
1,181,93,16
1,181,67,18
1,181,60,10
1,181,72,11
1,181,88,12
1,181,52,17
1,181,14,15
1,181,10,20
1,181,24,17
1,181,71,18
1,181,100,12
1,181,22,16
1,181,43,14
1,181,88,17
1,181,57,14
1,181,38,15
1,181,22,19
1,181,79,12
1,181,70,19
1,191,40,17
1,191,75,18
1,191,50,14
1,191,80,12
1,191,46,14
1,191,18,18
1,191,87,10
1,191,58,15
1,191,29,13
1,191,82,15
1,191,64,19
1,191,61,14
1,191,98,18
1,191,69,20
1,191,82,18
1,191,65,10
1,191,59,11
1,191,91,13
1,191,42,19
1,191,82,12
1,191,89,20
1,191,75,13
1,191,91,20
1,191,82,19
1,191,17,20
1,191,47,10
1,191,76,13
1,191,41,14
1,191,62,16
1,191,39,20
1,191,36,20
1,191,74,14
1,191,37,14
1,191,39,20
1,191,19,12
1,191,88,15
1,191,12,18
1,191,39,19
1,191,39,10
1,191,17,13
1,191,27,15
1,191,20,18
1,201,17,15
1,201,77,10
1,201,38,19
1,201,37,11
1,201,44,14
1,201,31,13
1,201,76,19
1,201,31,19
1,201,94,10
1,201,28,20
1,201,62,14
1,201,39,13
1,201,59,10
1,201,22,17
1,201,19,20
1,201,14,10
1,201,19,19
1,201,28,13
1,201,23,16
1,201,87,11
1,201,43,17
1,201,91,17
1,201,43,20
1,201,11,18
1,201,94,17
1,201,27,19
1,201,92,14
1,201,62,20
1,201,77,12
1,201,39,15
1,201,82,14
1,201,52,16
1,201,27,12
1,201,23,15
1,201,21,16
1,201,34,16
1,201,53,20
1,201,88,13
1,201,57,11
1,201,10,13
1,211,54,15
1,211,85,17
1,211,71,17
1,211,63,11
1,211,73,12
1,211,11,16
1,211,39,15
1,211,37,16
1,211,29,15
1,211,87,20
1,211,27,15
1,211,42,16
1,211,60,11
1,211,46,14
1,211,38,10
1,211,46,16
1,211,96,20
1,211,82,19
1,211,72,10
1,211,91,11
1,211,44,15
1,211,11,20
1,211,94,12
1,211,67,11
1,211,86,10
1,211,75,20
1,211,91,16
1,211,44,20
1,211,72,20
1,211,24,16
1,211,74,10
1,211,10,16
1,211,95,18
1,211,94,18
1,211,37,11
1,211,75,15
1,211,71,17
1,221,11,16
1,221,98,14
1,221,22,17
1,221,56,12
1,221,85,18
1,221,91,20
1,221,59,19
1,221,16,11
1,221,71,19
1,221,80,11
1,221,79,19
1,221,79,13
1,221,11,13
1,221,42,13
1,221,78,13
1,221,87,19
1,221,69,14
1,221,14,14
1,221,94,16
1,221,29,15
1,221,81,16
1,221,61,10
1,221,75,16
1,221,46,15
1,221,89,11
1,221,12,11
1,221,15,11
1,221,16,14
1,221,49,19
1,221,81,18
1,221,57,10
1,221,72,17
1,221,50,14
1,221,47,12
1,221,49,17
1,221,52,19
1,231,36,17
1,231,82,16
1,231,84,11
1,231,21,17
1,231,69,19
1,231,56,14
1,231,84,14
1,231,82,18
1,231,76,15
1,231,83,19
1,231,66,17
1,231,63,12
1,231,84,17
1,231,68,18
1,231,43,15
1,231,87,19
1,231,67,19
1,231,61,20
1,231,61,13
1,231,77,11
1,231,72,20
1,231,17,12
1,231,72,16
1,231,39,19
1,231,74,14
1,231,54,12
1,231,68,12
1,231,22,20
1,231,21,15
1,231,83,13
1,231,28,19
1,231,49,20
1,231,48,16
1,231,18,16
1,231,55,20
1,241,72,13
1,241,14,15
1,241,95,18
1,241,89,13
1,241,71,15
1,241,82,15
1,241,48,14
1,241,81,16
1,241,89,12
1,241,76,17
1,241,72,15
1,241,21,18
1,241,34,18
1,241,78,17
1,241,17,11
1,241,48,12
1,241,49,17
1,241,72,16
1,241,23,13
1,241,55,12
1,241,57,13
1,241,95,15
1,241,70,11
1,241,60,12
1,241,73,10
1,241,29,20
1,241,36,10
1,241,10,10
1,241,98,11
1,241,77,18
1,241,11,17
1,241,26,19
1,241,28,19
1,241,36,15
1,241,69,15
1,241,24,17
1,251,66,12
1,251,31,18
1,251,94,19
1,251,10,19
1,251,92,14
1,251,16,10
1,251,16,10
1,251,25,13
1,251,57,19
1,251,92,20
1,251,17,19
1,251,25,10
1,251,42,18
1,251,96,10
1,251,90,10
1,251,52,10
1,251,78,10
1,251,92,12
1,251,34,14
1,251,11,18
1,251,56,12
1,251,70,13
1,251,30,15
1,251,47,18
1,251,49,12
1,251,91,16
1,251,58,10
1,251,50,10
1,251,48,20
1,251,54,10
1,251,41,19
1,251,44,19
1,251,54,19
1,251,63,14
1,251,68,19
1,261,11,17
1,261,59,10
1,261,59,18
1,261,77,12
1,261,17,14
1,261,71,13
1,261,45,20
1,261,32,14
1,261,93,16
1,261,88,13
1,261,34,13
1,261,22,10
1,261,58,12
1,261,59,11
1,261,60,11
1,261,80,17
1,261,92,12
1,261,53,20
1,261,40,14
1,261,63,11
1,261,99,11
1,261,17,10
1,261,94,19
1,261,59,15
1,261,26,15
1,261,100,17
1,261,46,16
1,261,61,19
1,261,97,16
1,261,98,13
1,261,99,19
1,261,20,16
1,261,89,10
1,261,18,11
1,271,59,11
1,271,37,15
1,271,81,14
1,271,24,15
1,271,49,20
1,271,83,14
1,271,26,14
1,271,28,13
1,271,98,20
1,271,66,16
1,271,12,14
1,271,46,12
1,271,21,11
1,271,44,10
1,271,71,16
1,271,17,15
1,271,69,11
1,271,15,19
1,271,87,13
1,271,76,14
1,271,45,13
1,271,28,17
1,271,88,20
1,271,51,11
1,271,54,12
1,271,84,13
1,271,42,10
1,271,81,19
1,271,54,20
1,271,80,13
1,271,77,20
1,281,70,17
1,281,32,17
1,281,57,20
1,281,83,20
1,281,68,14
1,281,79,17
1,281,74,19
1,281,76,18
1,281,81,12
1,281,96,10
1,281,29,15
1,281,90,17
1,281,40,18
1,281,68,14
1,281,56,20
1,281,29,12
1,281,79,17
1,281,89,17
1,281,94,10
1,281,80,15
1,281,79,20
1,281,69,19
1,281,86,16
1,281,37,15
1,281,90,19
1,281,80,16
1,281,66,11
1,281,30,13
1,291,23,16
1,291,37,12
1,291,68,13
1,291,66,16
1,291,99,15
1,291,19,12
1,291,78,11
1,291,25,19
1,291,60,16
1,291,73,12
1,291,51,20
1,291,67,18
1,291,71,11
1,291,94,16
1,291,72,17
1,291,73,10
1,291,76,15
1,291,23,15
1,291,31,17
1,291,19,18
1,291,12,14
1,291,22,15
1,291,57,11
1,291,45,10
1,291,75,11
1,291,31,15
1,291,71,13
2,1,47,11
2,1,54,16
2,1,63,19
2,1,33,12
2,1,22,14
2,1,11,11
2,11,11,20
2,11,91,20
2,11,49,11
2,11,57,18
2,11,55,20
2,11,36,14
2,11,35,18
2,11,33,18
2,11,53,10
2,11,90,16
2,11,73,11
2,11,61,16
2,11,66,19
2,11,34,20
2,11,41,11
2,11,96,10
2,11,82,16
2,11,81,14
2,11,69,12
2,11,90,14
2,11,86,20
2,11,69,11
2,11,74,17
2,21,57,10
2,21,33,13
2,21,94,15
2,21,32,20
2,21,62,14
2,21,12,14
2,21,88,19
2,21,26,10
2,21,92,20
2,21,55,12
2,21,77,14
2,21,70,15
2,21,89,12
2,21,97,17
2,21,19,11
2,21,86,20
2,21,99,17
2,21,41,10
2,21,80,18
2,21,52,14
2,21,75,17
2,21,26,12
2,31,22,18
2,31,81,13
2,31,26,20
2,31,79,18
2,31,76,20
2,31,89,16
2,31,16,18
2,31,55,15
2,31,34,16
2,31,51,13
2,31,54,18
2,31,32,12
2,31,22,18
2,31,35,13
2,31,29,13
2,31,34,20
2,31,56,18
2,31,49,18
2,31,32,12
2,31,64,11
2,31,99,10
2,41,62,16
2,41,87,10
2,41,64,18
2,41,22,15
2,41,77,18
2,41,75,11
2,41,75,14
2,41,31,17
2,41,51,16
2,41,41,10
2,41,94,20
2,41,85,11
2,41,50,11
2,41,10,10
2,41,38,12
2,41,14,12
2,41,60,18
2,41,100,16
2,41,41,13
2,51,92,14
2,51,87,10
2,51,33,12
2,51,44,13
2,51,38,12
2,51,72,15
2,51,60,16
2,51,23,20
2,51,87,17
2,51,42,10
2,51,15,20
2,51,13,10
2,51,78,10
2,51,79,19
2,51,37,12
2,51,38,13
2,51,27,13
2,51,49,12
2,51,24,15
2,51,59,19
2,51,83,17
2,51,80,19
2,51,54,13
2,61,83,11
2,61,53,18
2,61,57,20
2,61,25,10
2,61,61,16
2,61,15,16
2,61,29,11
2,61,74,12
2,61,34,19
2,61,66,11
2,61,93,12
2,61,58,19
2,61,96,12
2,61,15,17
2,61,14,15
2,61,34,18
2,61,84,17
2,61,32,17
2,61,36,13
2,61,16,18
2,61,35,16
2,61,11,18
2,61,31,12
2,71,44,15
2,71,22,13
2,71,75,10
2,71,95,12
2,71,82,16
2,71,47,19
2,71,54,16
2,71,14,11
2,71,56,12
2,71,68,13
2,71,33,18
2,71,72,16
2,71,19,12
2,71,84,11
2,71,61,19
2,71,44,20
2,71,55,14
2,71,75,13
2,71,63,14
2,71,69,14
2,71,65,16
2,71,83,10
2,71,37,14
2,81,20,18
2,81,21,13
2,81,44,15
2,81,37,12
2,81,66,10
2,81,43,17
2,81,78,11
2,81,92,16
2,81,63,11
2,81,27,18
2,81,31,20
2,81,14,11
2,81,41,12
2,81,82,17
2,81,58,10
2,81,11,11
2,81,88,19
2,81,88,13
2,81,100,14
2,81,72,10
2,81,70,16
2,81,53,16
2,81,34,12
2,91,65,13
2,91,87,16
2,91,68,12
2,91,75,20
2,91,13,11
2,91,39,10
2,91,97,19
2,91,76,10
2,91,29,11
2,91,58,15
2,91,16,16
2,91,31,11
2,91,24,17
2,91,49,10
2,91,68,11
2,91,17,17
2,91,100,15
2,91,62,20
2,91,91,17
2,91,24,11
2,91,80,14
2,91,91,12
2,91,20,10
2,91,68,11
2,101,57,15
2,101,93,17
2,101,21,12
2,101,88,18
2,101,22,11
2,101,58,17
2,101,27,11
2,101,76,16
2,101,34,20
2,101,76,15
2,101,24,12
2,101,51,10
2,101,80,20
2,101,86,14
2,101,25,19
2,101,43,12
2,101,54,18
2,101,80,14
2,101,38,15
2,101,88,19
2,101,86,20
2,101,38,18
2,101,57,13
2,111,87,19
2,111,93,14
2,111,64,15
2,111,93,14
2,111,82,18
2,111,93,10
2,111,100,15
2,111,80,12
2,111,19,20
2,111,46,13
2,111,87,20
2,111,13,17
2,111,17,12
2,111,21,17
2,111,91,13
2,111,56,17
2,111,77,16
2,111,29,10
2,111,11,18
2,111,91,16
2,111,49,19
2,111,89,17
2,111,35,12
2,121,53,13
2,121,86,13
2,121,50,15
2,121,13,10
2,121,63,16
2,121,62,16
2,121,22,18
2,121,71,19
2,121,11,18
2,121,98,10
2,121,85,19
2,121,26,10
2,121,53,19
2,121,67,18
2,121,69,10
2,121,37,12
2,121,79,20
2,121,56,19
2,121,32,14
2,121,43,16
2,121,77,20
2,121,43,19
2,121,82,15
2,121,30,11
2,121,81,15
2,121,92,13
2,121,36,17
2,131,97,16
2,131,90,20
2,131,60,15
2,131,54,17
2,131,75,10
2,131,35,13
2,131,66,11
2,131,45,11
2,131,54,10
2,131,93,16
2,131,64,15
2,131,85,13
2,131,91,13
2,131,25,12
2,131,79,12
2,131,26,14
2,131,94,10
2,131,30,16
2,131,35,17
2,131,12,13
2,131,74,11
2,131,94,16
2,131,53,17
2,131,94,20
2,131,71,12
2,131,88,19
2,131,31,15
2,141,98,10
2,141,51,11
2,141,12,13
2,141,73,12
2,141,25,17
2,141,100,17
2,141,20,13
2,141,55,11
2,141,94,10
2,141,18,19
2,141,100,17
2,141,18,13
2,141,22,13
2,141,81,10
2,141,27,19
2,141,25,19
2,141,58,11
2,141,60,15
2,141,49,11
2,141,41,11
2,141,57,19
2,141,55,17
2,141,81,14
2,141,77,11
2,141,76,11
2,141,74,16
2,141,43,19
2,151,41,18
2,151,64,20
2,151,72,14
2,151,65,14
2,151,72,13
2,151,66,17
2,151,17,11
2,151,18,15
2,151,94,11
2,151,51,16
2,151,55,20
2,151,20,16
2,151,85,15
2,151,82,20
2,151,63,11
2,151,57,14
2,151,67,12
2,151,64,13
2,151,39,16
2,151,50,17
2,151,67,13
2,151,26,20
2,151,28,18
2,151,59,16
2,151,81,17
2,151,24,14
2,151,98,20
2,151,99,12
2,161,90,19
2,161,93,10
2,161,12,15
2,161,17,11
2,161,87,17
2,161,93,19
2,161,30,17
2,161,57,12
2,161,71,20
2,161,13,14
2,161,92,13
2,161,17,12
2,161,39,16
2,161,24,20
2,161,69,19
2,161,51,16
2,161,72,12
2,161,45,20
2,161,91,13
2,161,47,11
2,161,60,20
2,171,33,18
2,171,45,11
2,171,62,10
2,171,19,14
2,171,82,19
2,171,93,16
2,171,51,17
2,171,100,16
2,171,39,13
2,171,68,14
2,171,90,17
2,171,32,12
2,171,67,13
2,171,32,14
2,171,81,16
2,171,97,12
2,171,24,13
2,171,99,13
2,171,92,11
2,171,44,17
2,171,26,14
2,181,94,20
2,181,25,19
2,181,28,14
2,181,30,20
2,181,13,20
2,181,63,13
2,181,22,12
2,181,19,16
2,181,25,17
2,181,27,20
2,181,18,17
2,181,41,12
2,181,67,17
2,181,75,10
2,181,19,11
2,181,68,20
2,181,77,20
2,181,97,17
2,181,89,19
2,181,45,11
2,181,48,10
2,181,81,11
2,191,37,11
2,191,35,17
2,191,16,14
2,191,54,14
2,191,89,14
2,191,88,10
2,191,20,18
2,191,76,15
2,191,36,18
2,191,30,10
2,191,94,15
2,191,14,17
2,191,48,10
2,191,100,13
2,191,15,16
2,191,40,14
2,191,27,20
2,191,46,11
2,191,19,20
2,191,13,11
2,191,20,12
2,191,24,12
2,191,85,11
2,191,68,20
2,201,86,14
2,201,26,10
2,201,41,19
2,201,47,20
2,201,31,13
2,201,53,18
2,201,87,20
2,201,93,19
2,201,95,12
2,201,93,20
2,201,30,13
2,201,40,20
2,201,15,16
2,201,39,17
2,201,49,13
2,201,64,19
2,201,66,11
2,201,14,11
2,201,43,15
2,201,87,11
2,201,63,18
2,201,61,17
2,201,29,13
2,201,88,19
2,201,35,12
2,201,91,19
2,211,25,11
2,211,61,14
2,211,36,20
2,211,94,16
2,211,92,18
2,211,17,12
2,211,58,16
2,211,65,14
2,211,74,16
2,211,21,17
2,211,67,18
2,211,39,16
2,211,71,19
2,211,50,16
2,211,23,20
2,211,97,14
2,211,20,10
2,211,94,16
2,211,55,13
2,211,71,18
2,211,22,14
2,211,39,13
2,211,82,17
2,211,12,14
2,221,49,11
2,221,21,20
2,221,84,15
2,221,32,14
2,221,42,20
2,221,49,18
2,221,39,18
2,221,14,14
2,221,21,17
2,221,56,16
2,221,32,20
2,221,43,15
2,221,12,15
2,221,38,15
2,221,66,14
2,221,71,12
2,221,56,16
2,221,11,17
2,221,50,16
2,221,33,13
2,221,30,17
2,221,76,12
2,221,48,18
2,221,19,20
2,221,100,15
2,221,68,19
2,231,16,19
2,231,28,17
2,231,60,18
2,231,37,20
2,231,99,20
2,231,82,20
2,231,88,16
2,231,38,15
2,231,94,14
2,231,89,20
2,231,51,14
2,231,84,13
2,231,96,14
2,231,33,17
2,231,81,13
2,231,40,12
2,231,85,16
2,231,52,15
2,231,74,19
2,231,26,18
2,231,17,12
2,231,10,11
2,231,37,20
2,231,21,19
2,231,12,14
2,241,12,20
2,241,37,16
2,241,95,12
2,241,39,12
2,241,38,15
2,241,81,19
2,241,18,10
2,241,100,10
2,241,78,16
2,241,92,12
2,241,82,12
2,241,55,19
2,241,59,13
2,241,62,16
2,241,86,14
2,241,47,10
2,241,43,12
2,241,30,20
2,241,42,11
2,241,72,13
2,241,96,15
2,241,94,17
2,241,82,20
2,241,32,20
2,251,31,18
2,251,80,17
2,251,54,10
2,251,46,11
2,251,70,10
2,251,92,11
2,251,68,14
2,251,44,16
2,251,67,17
2,251,54,20
2,251,31,10
2,251,32,11
2,251,73,20
2,251,81,19
2,251,35,20
2,251,35,20
2,251,88,19
2,251,54,17
2,251,88,15
2,251,23,11
2,251,98,10
2,251,66,19
2,251,38,19
2,251,37,17
2,251,60,18
2,261,34,12
2,261,87,16
2,261,39,18
2,261,62,16
2,261,92,18
2,261,70,15
2,261,32,10
2,261,78,10
2,261,80,14
2,261,50,13
2,261,49,13
2,261,16,15
2,261,78,19
2,261,45,10
2,261,85,16
2,261,52,10
2,261,31,12
2,261,43,19
2,261,41,15
2,261,16,13
2,261,81,10
2,261,23,18
2,261,59,10
2,271,83,12
2,271,13,18
2,271,90,16
2,271,73,18
2,271,85,20
2,271,22,10
2,271,80,16
2,271,75,17
2,271,39,14
2,271,36,12
2,271,67,11
2,271,69,20
2,271,86,10
2,271,93,11
2,271,46,17
2,271,30,14
2,271,32,12
2,271,24,19
2,271,12,10
2,271,43,19
2,271,26,13
2,271,71,13
2,271,53,15
2,281,51,10
2,281,64,15
2,281,26,19
2,281,90,19
2,281,60,16
2,281,19,10
2,281,81,13
2,281,34,10
2,281,23,16
2,281,93,11
2,281,67,10
2,281,79,12
2,281,97,13
2,281,13,16
2,281,85,16
2,281,32,17
2,281,64,10
2,281,99,12
2,281,39,17
2,291,91,17
2,291,90,13
2,291,18,20
2,291,24,11
2,291,79,15
2,291,62,16
2,291,68,17
2,291,23,17
2,291,14,10
2,291,44,16
2,291,38,14
2,291,52,16
2,291,11,13
2,291,26,18
2,291,74,17
2,291,27,15
2,291,14,10
3,1,27,17
3,1,68,16
3,1,62,20
3,1,50,12
3,1,58,18
3,1,16,14
3,1,34,10
3,11,61,10
3,11,42,17
3,11,76,11
3,11,97,12
3,11,68,12
3,11,68,20
3,11,63,15
3,11,13,18
3,11,93,19
3,11,28,20
3,11,27,15
3,11,88,13
3,11,53,17
3,11,16,18
3,11,14,14
3,11,98,16
3,11,100,16
3,11,75,14
3,11,37,19
3,11,63,17
3,11,39,16
3,11,70,17
3,11,48,12
3,11,11,10
3,11,32,19
3,11,22,17
3,11,69,10
3,11,26,11
3,21,28,16
3,21,19,14
3,21,75,16
3,21,80,15
3,21,90,19
3,21,65,11
3,21,19,17
3,21,48,20
3,21,69,10
3,21,29,20
3,21,97,14
3,21,58,20
3,21,70,11
3,21,90,11
3,21,22,18
3,21,27,10
3,21,83,11
3,21,44,11
3,21,91,16
3,21,98,19
3,21,15,10
3,21,91,19
3,21,61,16
3,21,87,18
3,21,88,14
3,21,56,10
3,21,27,19
3,21,69,15
3,21,48,14
3,21,38,20
3,21,57,11
3,21,62,13
3,31,61,10
3,31,31,12
