id,time,latitude,longitude
32,252,30.64942,104.0659
32,262,30.648238,104.065937
32,272,30.648072,104.065966
32,282,30.648083,104.06598
32,292,30.648086,104.065989
33,1,30.665734,104.056018
33,11,30.665311,104.056047
33,21,30.664415,104.056117
33,31,30.663493,104.056171
33,41,30.662891,104.056491
33,51,30.662325,104.056841
33,61,30.6613,104.056716
33,71,30.660843,104.05648
33,81,30.660843,104.056476
33,91,30.660839,104.056476
33,101,30.660836,104.056479
33,111,30.660836,104.056474
33,121,30.660835,104.056473
33,131,30.660833,104.056476
33,142,30.66083,104.056483
33,152,30.660828,104.056482
33,162,30.660644,104.056368
33,172,30.660112,104.05612
33,182,30.659646,104.055929
33,192,30.659482,104.055877
33,202,30.65938,104.055743
33,212,30.659372,104.055749
33,220,30.659373,104.055747
33,231,30.659376,104.05575
33,241,30.65938,104.055758
33,251,30.659297,104.055774
33,261,30.658917,104.055716
33,271,30.658525,104.055548
33,281,30.657856,104.05534
33,291,30.657254,104.055145
34,7,30.64764,104.066003
34,17,30.647546,104.065745
34,27,30.647511,104.06472
34,37,30.647475,104.06378
34,48,30.647451,104.063511
34,58,30.64746,104.063512
34,68,30.647471,104.06351
34,78,30.647478,104.063508
34,86,30.647488,104.063503
34,96,30.647489,104.063509
34,106,30.647476,104.063142
34,117,30.64747,104.062591
34,127,30.647511,104.062291
34,137,30.647507,104.062283
34,147,30.647499,104.062275
34,162,30.647475,104.062134
34,172,30.647506,104.061813
34,181,30.647543,104.061699
34,191,30.647543,104.061691
34,201,30.647546,104.061688
34,211,30.647554,104.061689
34,221,30.647554,104.061687
34,231,30.64755,104.061681
34,242,30.64755,104.061673
34,252,30.647688,104.061326
34,262,30.647972,104.061006
34,272,30.648549,104.061441
34,282,30.649371,104.062054
34,293,30.650359,104.062709
35,66,30.658699,104.074334
35,76,30.6587,104.073425
35,86,30.658702,104.07272
35,96,30.658683,104.07244
35,106,30.658674,104.072323
35,116,30.65866,104.072163
35,126,30.658571,104.071625
35,136,30.658503,104.071198
35,146,30.658171,104.070949
35,156,30.657575,104.070976
35,166,30.656773,104.070976
35,176,30.655951,104.070927
35,186,30.6558,104.070944
